Crop,N,P,K,pH,soil_moisture,Fertilizer
cotton,81,43,100,6.9,45,Ammonium Sulphate + SSP + MOP
sugarcane,141,55,123,7.4,71,Urea + DAP + Potash
sugarcane,152,62,129,6.6,74,Urea + DAP + Potash
wheat,126,58,30,6.5,60,Urea + SSP + MOP
groundnut,21,51,52,5.8,53,Gypsum + SSP
rice,85,53,87,7.0,66,Urea + DAP + MOP
potato,150,93,124,6.4,65,Urea + DAP + MOP
potato,137,90,128,6.2,68,Urea + DAP + MOP
maize,107,68,72,6.8,63,Urea + DAP + Potash
cotton,85,40,91,6.8,46,Ammonium Sulphate + SSP + MOP
banana,195,60,310,7.3,74,Urea + MOP + Organic Manure
banana,207,47,310,7.3,79,Urea + MOP + Organic Manure
potato,143,93,123,6.2,60,Urea + DAP + MOP
groundnut,24,52,68,5.7,48,Gypsum + SSP
maize,107,66,65,6.8,55,Urea + DAP + Potash
maize,103,64,65,6.2,57,Urea + DAP + Potash
wheat,105,48,44,6.7,50,Urea + SSP + MOP
groundnut,30,70,54,6.5,49,Gypsum + SSP
cotton,87,50,91,7.1,52,Ammonium Sulphate + SSP + MOP
pulses,31,80,27,6.4,53,Organic Manure + SSP
sugarcane,159,57,127,7.2,66,Urea + DAP + Potash
groundnut,30,64,69,6.5,48,Gypsum + SSP
rice,85,57,79,6.3,68,Urea + DAP + MOP
rice,91,63,85,6.4,62,Urea + DAP + MOP
rice,94,66,88,6.7,68,Urea + DAP + MOP
wheat,103,57,49,7.5,54,Urea + SSP + MOP
cotton,85,39,100,7.0,52,Ammonium Sulphate + SSP + MOP
sugarcane,150,58,119,7.3,66,Urea + DAP + Potash
wheat,124,55,49,6.7,51,Urea + SSP + MOP
maize,106,65,74,6.1,63,Urea + DAP + Potash
sugarcane,140,66,125,7.0,71,Urea + DAP + Potash
maize,101,56,80,6.4,58,Urea + DAP + Potash
pulses,41,78,35,6.5,53,Organic Manure + SSP
maize,92,70,77,6.6,56,Urea + DAP + Potash
sugarcane,160,64,122,7.1,74,Urea + DAP + Potash
wheat,100,46,43,7.2,57,Urea + SSP + MOP
wheat,105,45,37,7.4,58,Urea + SSP + MOP
groundnut,22,65,56,6.2,48,Gypsum + SSP
sugarcane,140,68,122,6.7,73,Urea + DAP + Potash
rice,94,53,79,6.5,61,Urea + DAP + MOP
sugarcane,148,64,110,6.7,66,Urea + DAP + Potash
rice,81,57,77,6.7,63,Urea + DAP + MOP
tomato,105,58,96,6.3,64,Urea + DAP + Potash
rice,94,63,70,6.4,70,Urea + DAP + MOP
tomato,120,70,107,7.0,64,Urea + DAP + Potash
potato,145,84,116,5.8,68,Urea + DAP + MOP
maize,91,56,72,6.1,55,Urea + DAP + Potash
cotton,73,43,101,7.0,55,Ammonium Sulphate + SSP + MOP
maize,100,53,64,6.7,57,Urea + DAP + Potash
potato,144,86,111,5.6,61,Urea + DAP + MOP
cotton,87,33,109,6.6,48,Ammonium Sulphate + SSP + MOP
cotton,86,35,109,6.6,51,Ammonium Sulphate + SSP + MOP
groundnut,20,57,56,5.7,47,Gypsum + SSP
cotton,82,40,91,7.5,51,Ammonium Sulphate + SSP + MOP
rice,97,57,82,6.8,67,Urea + DAP + MOP
cotton,82,37,102,6.6,47,Ammonium Sulphate + SSP + MOP
wheat,132,46,34,7.1,50,Urea + SSP + MOP
tomato,105,65,94,6.7,58,Urea + DAP + Potash
potato,148,88,129,6.1,60,Urea + DAP + MOP
potato,137,99,127,5.9,68,Urea + DAP + MOP
rice,91,65,75,6.2,63,Urea + DAP + MOP
sugarcane,147,53,123,7.5,65,Urea + DAP + Potash
banana,198,57,293,6.7,76,Urea + MOP + Organic Manure
wheat,114,47,40,6.7,59,Urea + SSP + MOP
maize,106,57,73,6.6,62,Urea + DAP + Potash
potato,133,93,118,6.2,65,Urea + DAP + MOP
tomato,119,70,106,6.7,57,Urea + DAP + Potash
potato,138,90,117,5.9,69,Urea + DAP + MOP
groundnut,30,61,57,6.2,47,Gypsum + SSP
tomato,112,69,91,6.6,61,Urea + DAP + Potash
banana,193,51,292,7.2,78,Urea + MOP + Organic Manure
cotton,90,46,105,7.2,47,Ammonium Sulphate + SSP + MOP
rice,94,53,71,6.9,65,Urea + DAP + MOP
potato,139,81,129,5.8,66,Urea + DAP + MOP
groundnut,30,68,53,5.8,46,Gypsum + SSP
potato,147,100,124,6.3,60,Urea + DAP + MOP
banana,198,51,296,7.3,72,Urea + MOP + Organic Manure
rice,97,52,83,6.1,60,Urea + DAP + MOP
sugarcane,160,63,110,6.7,67,Urea + DAP + Potash
cotton,74,41,104,6.9,51,Ammonium Sulphate + SSP + MOP
banana,191,55,290,6.8,74,Urea + MOP + Organic Manure
sugarcane,156,56,118,6.8,70,Urea + DAP + Potash
groundnut,29,59,60,6.2,46,Gypsum + SSP
potato,131,82,116,5.5,64,Urea + DAP + MOP
cotton,90,49,106,7.0,54,Ammonium Sulphate + SSP + MOP
wheat,126,56,39,6.9,55,Urea + SSP + MOP
sugarcane,148,58,120,7.4,65,Urea + DAP + Potash
tomato,102,62,109,6.6,56,Urea + DAP + Potash
pulses,49,73,22,6.5,52,Organic Manure + SSP
maize,100,67,60,6.7,55,Urea + DAP + Potash
tomato,108,60,91,6.1,56,Urea + DAP + Potash
sugarcane,152,54,116,6.6,68,Urea + DAP + Potash
tomato,117,69,93,6.9,61,Urea + DAP + Potash
potato,143,86,118,6.0,63,Urea + DAP + MOP
rice,98,69,78,6.3,63,Urea + DAP + MOP
pulses,50,68,35,6.0,60,Organic Manure + SSP
potato,150,95,111,5.9,61,Urea + DAP + MOP
groundnut,25,64,58,6.2,53,Gypsum + SSP
cotton,70,38,108,6.8,46,Ammonium Sulphate + SSP + MOP
pulses,49,68,21,6.2,51,Organic Manure + SSP
sugarcane,155,60,117,7.0,73,Urea + DAP + Potash
sugarcane,157,55,118,7.2,75,Urea + DAP + Potash
sugarcane,153,55,110,6.6,67,Urea + DAP + Potash
rice,81,56,76,6.9,69,Urea + DAP + MOP
groundnut,27,63,68,6.0,51,Gypsum + SSP
wheat,103,47,42,7.1,57,Urea + SSP + MOP
groundnut,28,61,58,6.3,55,Gypsum + SSP
cotton,87,37,101,7.1,52,Ammonium Sulphate + SSP + MOP
rice,85,53,82,6.7,64,Urea + DAP + MOP
tomato,110,54,91,6.1,65,Urea + DAP + Potash
potato,147,92,113,6.0,66,Urea + DAP + MOP
cotton,75,36,100,6.6,51,Ammonium Sulphate + SSP + MOP
tomato,114,58,101,6.0,61,Urea + DAP + Potash
groundnut,22,64,59,6.0,53,Gypsum + SSP
sugarcane,151,61,120,7.2,66,Urea + DAP + Potash
banana,209,44,292,7.4,80,Urea + MOP + Organic Manure
pulses,43,70,29,6.1,51,Organic Manure + SSP
banana,193,58,305,6.8,75,Urea + MOP + Organic Manure
tomato,116,63,101,6.9,57,Urea + DAP + Potash
rice,88,57,89,6.2,67,Urea + DAP + MOP
potato,135,87,112,5.8,67,Urea + DAP + MOP
groundnut,30,66,59,6.3,48,Gypsum + SSP
cotton,70,37,110,6.7,55,Ammonium Sulphate + SSP + MOP
groundnut,29,51,50,5.7,52,Gypsum + SSP
pulses,36,70,24,6.8,58,Organic Manure + SSP
tomato,101,52,107,6.5,65,Urea + DAP + Potash
groundnut,30,54,50,6.5,51,Gypsum + SSP
potato,143,84,119,6.1,61,Urea + DAP + MOP
maize,92,53,75,6.0,64,Urea + DAP + Potash
banana,192,55,290,7.0,71,Urea + MOP + Organic Manure
potato,134,88,129,6.1,70,Urea + DAP + MOP
sugarcane,149,52,128,6.7,71,Urea + DAP + Potash
potato,134,94,125,6.1,62,Urea + DAP + MOP
banana,201,48,309,6.8,79,Urea + MOP + Organic Manure
pulses,38,62,38,6.2,59,Organic Manure + SSP
maize,96,52,75,6.1,63,Urea + DAP + Potash
maize,108,56,69,6.3,63,Urea + DAP + Potash
potato,150,94,121,5.7,64,Urea + DAP + MOP
banana,209,55,310,6.7,71,Urea + MOP + Organic Manure
wheat,139,59,47,7.1,55,Urea + SSP + MOP
wheat,126,44,45,7.2,59,Urea + SSP + MOP
sugarcane,150,50,130,6.8,66,Urea + DAP + Potash
tomato,110,68,103,6.6,59,Urea + DAP + Potash
groundnut,30,70,61,5.6,50,Gypsum + SSP
groundnut,20,56,60,5.7,49,Gypsum + SSP
maize,104,59,70,6.7,56,Urea + DAP + Potash
sugarcane,160,53,127,7.2,71,Urea + DAP + Potash
banana,206,41,301,7.1,74,Urea + MOP + Organic Manure
wheat,124,43,37,6.9,58,Urea + SSP + MOP
banana,190,50,300,7.2,75,Urea + MOP + Organic Manure
pulses,35,75,20,6.4,58,Organic Manure + SSP
wheat,118,58,38,6.8,51,Urea + SSP + MOP
tomato,102,57,96,6.1,55,Urea + DAP + Potash
pulses,33,77,23,6.1,52,Organic Manure + SSP
potato,148,86,125,5.9,63,Urea + DAP + MOP
maize,104,59,77,6.7,65,Urea + DAP + Potash
groundnut,26,60,51,6.2,54,Gypsum + SSP
rice,84,50,86,6.5,61,Urea + DAP + MOP
banana,209,48,303,7.5,75,Urea + MOP + Organic Manure
groundnut,28,55,60,6.5,48,Gypsum + SSP
banana,210,49,293,7.3,77,Urea + MOP + Organic Manure
sugarcane,158,62,130,7.4,71,Urea + DAP + Potash
rice,87,68,74,6.1,69,Urea + DAP + MOP
wheat,129,54,44,7.0,57,Urea + SSP + MOP
cotton,86,36,97,7.0,48,Ammonium Sulphate + SSP + MOP
maize,94,69,73,6.5,58,Urea + DAP + Potash
tomato,113,51,98,6.3,63,Urea + DAP + Potash
wheat,108,56,49,7.4,60,Urea + SSP + MOP
banana,190,50,301,6.9,70,Urea + MOP + Organic Manure
sugarcane,140,60,115,6.9,75,Urea + DAP + Potash
tomato,114,65,108,6.5,58,Urea + DAP + Potash
banana,192,53,291,6.6,72,Urea + MOP + Organic Manure
sugarcane,140,64,125,7.2,65,Urea + DAP + Potash
rice,96,59,82,6.6,66,Urea + DAP + MOP
potato,146,89,126,5.9,60,Urea + DAP + MOP
rice,99,68,90,6.7,65,Urea + DAP + MOP
sugarcane,160,62,114,6.6,70,Urea + DAP + Potash
groundnut,22,53,52,6.4,47,Gypsum + SSP
cotton,82,31,104,6.8,54,Ammonium Sulphate + SSP + MOP
cotton,79,47,102,7.5,50,Ammonium Sulphate + SSP + MOP
sugarcane,147,66,127,7.2,66,Urea + DAP + Potash
potato,147,93,117,6.0,62,Urea + DAP + MOP
pulses,36,64,33,6.5,50,Organic Manure + SSP
banana,201,46,303,7.2,70,Urea + MOP + Organic Manure
wheat,136,46,45,7.4,56,Urea + SSP + MOP
wheat,106,46,44,7.2,57,Urea + SSP + MOP
potato,144,88,125,5.7,66,Urea + DAP + MOP
wheat,139,43,38,7.3,54,Urea + SSP + MOP
groundnut,29,53,65,6.0,55,Gypsum + SSP
cotton,85,47,98,6.6,53,Ammonium Sulphate + SSP + MOP
cotton,77,37,96,6.7,53,Ammonium Sulphate + SSP + MOP
banana,194,45,304,7.3,79,Urea + MOP + Organic Manure
rice,94,52,70,6.6,68,Urea + DAP + MOP
rice,84,63,86,6.9,62,Urea + DAP + MOP
banana,195,53,300,6.8,78,Urea + MOP + Organic Manure
cotton,82,32,92,7.3,47,Ammonium Sulphate + SSP + MOP
potato,135,92,113,6.3,70,Urea + DAP + MOP
sugarcane,155,53,124,7.1,67,Urea + DAP + Potash
banana,203,42,294,6.5,74,Urea + MOP + Organic Manure
sugarcane,145,54,113,6.9,72,Urea + DAP + Potash
wheat,124,42,41,7.3,54,Urea + SSP + MOP
wheat,132,57,39,6.6,54,Urea + SSP + MOP
cotton,84,42,98,6.9,53,Ammonium Sulphate + SSP + MOP
banana,203,54,291,7.0,71,Urea + MOP + Organic Manure
rice,93,52,89,6.7,67,Urea + DAP + MOP
cotton,88,40,102,7.0,52,Ammonium Sulphate + SSP + MOP
cotton,77,48,92,7.1,49,Ammonium Sulphate + SSP + MOP
cotton,74,47,105,7.2,55,Ammonium Sulphate + SSP + MOP
potato,138,80,119,6.2,62,Urea + DAP + MOP
rice,91,67,88,6.7,64,Urea + DAP + MOP
rice,82,57,72,6.1,65,Urea + DAP + MOP
rice,87,54,86,6.6,63,Urea + DAP + MOP
pulses,35,69,27,6.6,55,Organic Manure + SSP
maize,94,63,62,6.8,56,Urea + DAP + Potash
tomato,106,68,92,6.7,62,Urea + DAP + Potash
cotton,83,31,98,6.6,52,Ammonium Sulphate + SSP + MOP
maize,100,66,68,6.5,60,Urea + DAP + Potash
maize,99,54,60,6.7,62,Urea + DAP + Potash
groundnut,22,54,52,6.1,46,Gypsum + SSP
cotton,80,30,107,7.1,50,Ammonium Sulphate + SSP + MOP
pulses,35,79,24,6.2,59,Organic Manure + SSP
sugarcane,149,57,115,6.8,66,Urea + DAP + Potash
banana,209,56,310,7.1,78,Urea + MOP + Organic Manure
banana,191,47,304,7.1,71,Urea + MOP + Organic Manure
tomato,106,57,104,6.7,62,Urea + DAP + Potash
rice,89,52,81,6.8,63,Urea + DAP + MOP
wheat,110,59,34,7.4,53,Urea + SSP + MOP
banana,206,48,299,7.2,72,Urea + MOP + Organic Manure
wheat,114,50,44,7.2,53,Urea + SSP + MOP
potato,131,89,113,5.7,62,Urea + DAP + MOP
cotton,88,36,90,7.0,55,Ammonium Sulphate + SSP + MOP
banana,210,56,307,7.5,79,Urea + MOP + Organic Manure
pulses,47,62,30,6.5,51,Organic Manure + SSP
sugarcane,151,65,113,7.0,72,Urea + DAP + Potash
pulses,47,78,27,6.9,56,Organic Manure + SSP
potato,136,95,129,6.1,67,Urea + DAP + MOP
pulses,35,76,24,6.5,60,Organic Manure + SSP
sugarcane,155,62,127,7.2,65,Urea + DAP + Potash
cotton,85,42,100,7.0,52,Ammonium Sulphate + SSP + MOP
sugarcane,159,67,117,7.3,74,Urea + DAP + Potash
groundnut,24,60,50,5.8,52,Gypsum + SSP
potato,144,81,128,5.9,68,Urea + DAP + MOP
pulses,43,75,28,6.6,59,Organic Manure + SSP
pulses,46,64,32,6.2,50,Organic Manure + SSP
sugarcane,144,60,127,7.1,73,Urea + DAP + Potash
wheat,121,42,34,7.3,59,Urea + SSP + MOP
potato,149,89,116,6.5,64,Urea + DAP + MOP
tomato,118,61,100,6.5,63,Urea + DAP + Potash
tomato,101,67,95,6.6,55,Urea + DAP + Potash
cotton,79,30,91,7.2,49,Ammonium Sulphate + SSP + MOP
banana,208,42,310,6.6,70,Urea + MOP + Organic Manure
tomato,117,61,101,6.0,65,Urea + DAP + Potash
cotton,88,39,106,6.6,54,Ammonium Sulphate + SSP + MOP
rice,100,68,76,6.0,60,Urea + DAP + MOP
sugarcane,159,67,127,6.6,66,Urea + DAP + Potash
potato,149,82,120,6.1,68,Urea + DAP + MOP
sugarcane,151,50,124,7.3,74,Urea + DAP + Potash
potato,141,97,116,6.4,60,Urea + DAP + MOP
potato,139,83,129,5.6,60,Urea + DAP + MOP
potato,142,88,129,5.9,60,Urea + DAP + MOP
rice,90,66,79,6.4,63,Urea + DAP + MOP
rice,84,64,82,6.8,60,Urea + DAP + MOP
banana,197,47,296,6.8,74,Urea + MOP + Organic Manure
maize,100,54,74,6.2,57,Urea + DAP + Potash
banana,205,42,297,7.3,73,Urea + MOP + Organic Manure
groundnut,21,52,69,6.2,55,Gypsum + SSP
potato,141,80,121,6.2,66,Urea + DAP + MOP
wheat,109,52,42,7.3,53,Urea + SSP + MOP
maize,101,60,66,6.7,56,Urea + DAP + Potash
wheat,120,56,36,7.4,54,Urea + SSP + MOP
wheat,125,40,36,6.6,59,Urea + SSP + MOP
potato,143,84,121,6.0,64,Urea + DAP + MOP
groundnut,22,52,57,6.1,54,Gypsum + SSP
pulses,31,65,24,6.3,57,Organic Manure + SSP
cotton,72,35,108,6.5,55,Ammonium Sulphate + SSP + MOP
banana,209,57,309,6.5,79,Urea + MOP + Organic Manure
maize,107,68,69,6.6,56,Urea + DAP + Potash
wheat,129,42,41,7.0,55,Urea + SSP + MOP
potato,142,91,119,6.0,63,Urea + DAP + MOP
maize,108,54,70,6.3,61,Urea + DAP + Potash
potato,134,80,113,5.8,70,Urea + DAP + MOP
pulses,33,75,30,6.9,53,Organic Manure + SSP
tomato,104,52,93,6.7,59,Urea + DAP + Potash
cotton,87,30,107,7.0,46,Ammonium Sulphate + SSP + MOP
pulses,36,64,26,6.1,57,Organic Manure + SSP
tomato,107,67,90,6.6,63,Urea + DAP + Potash
rice,82,56,75,6.2,65,Urea + DAP + MOP
sugarcane,153,50,119,6.7,67,Urea + DAP + Potash
cotton,80,39,91,6.9,46,Ammonium Sulphate + SSP + MOP
tomato,110,70,109,6.8,61,Urea + DAP + Potash
banana,210,52,295,6.9,77,Urea + MOP + Organic Manure
banana,205,56,310,7.5,75,Urea + MOP + Organic Manure
sugarcane,153,50,130,7.2,69,Urea + DAP + Potash
wheat,130,43,37,7.4,60,Urea + SSP + MOP
sugarcane,144,65,113,7.2,70,Urea + DAP + Potash
maize,108,61,60,6.6,62,Urea + DAP + Potash
tomato,118,60,99,6.3,63,Urea + DAP + Potash
sugarcane,151,58,115,6.9,74,Urea + DAP + Potash
tomato,116,68,97,6.3,62,Urea + DAP + Potash
sugarcane,146,62,123,6.9,65,Urea + DAP + Potash
potato,141,94,115,5.6,64,Urea + DAP + MOP
banana,196,54,309,6.5,72,Urea + MOP + Organic Manure
banana,210,40,305,7.3,70,Urea + MOP + Organic Manure
wheat,131,51,33,7.1,51,Urea + SSP + MOP
tomato,107,70,104,6.3,63,Urea + DAP + Potash
groundnut,20,64,65,5.9,48,Gypsum + SSP
tomato,109,58,96,6.5,64,Urea + DAP + Potash
pulses,33,74,22,6.2,50,Organic Manure + SSP
pulses,36,62,33,6.3,53,Organic Manure + SSP
maize,110,55,69,6.6,63,Urea + DAP + Potash
potato,132,89,124,6.4,70,Urea + DAP + MOP
cotton,87,42,110,6.5,45,Ammonium Sulphate + SSP + MOP
wheat,111,44,36,6.9,50,Urea + SSP + MOP
sugarcane,143,58,111,6.6,72,Urea + DAP + Potash
pulses,32,74,23,6.3,55,Organic Manure + SSP
maize,110,58,79,6.5,56,Urea + DAP + Potash
groundnut,20,65,68,6.2,53,Gypsum + SSP
wheat,115,50,31,6.8,52,Urea + SSP + MOP
banana,193,59,299,7.2,74,Urea + MOP + Organic Manure
pulses,42,73,24,6.7,57,Organic Manure + SSP
maize,105,52,69,6.9,57,Urea + DAP + Potash
groundnut,23,50,64,5.7,52,Gypsum + SSP
potato,142,85,126,6.3,68,Urea + DAP + MOP
wheat,120,56,45,7.2,57,Urea + SSP + MOP
wheat,122,40,32,6.8,60,Urea + SSP + MOP
banana,204,53,301,7.0,70,Urea + MOP + Organic Manure
pulses,36,68,20,6.1,50,Organic Manure + SSP
wheat,109,48,38,7.1,59,Urea + SSP + MOP
pulses,33,66,32,6.2,58,Organic Manure + SSP
tomato,105,57,100,6.1,65,Urea + DAP + Potash
potato,139,92,129,5.5,70,Urea + DAP + MOP
potato,147,80,116,6.5,66,Urea + DAP + MOP
tomato,109,70,107,6.7,55,Urea + DAP + Potash
tomato,107,58,108,6.9,64,Urea + DAP + Potash
wheat,111,54,30,6.7,60,Urea + SSP + MOP
cotton,87,40,98,6.8,55,Ammonium Sulphate + SSP + MOP
rice,98,56,76,6.2,65,Urea + DAP + MOP
groundnut,24,69,57,5.5,52,Gypsum + SSP
wheat,125,51,41,7.3,52,Urea + SSP + MOP
banana,207,44,301,7.2,73,Urea + MOP + Organic Manure
tomato,118,58,99,6.8,59,Urea + DAP + Potash
sugarcane,149,54,112,7.0,66,Urea + DAP + Potash
groundnut,22,54,58,6.4,48,Gypsum + SSP
groundnut,28,52,66,6.2,55,Gypsum + SSP
groundnut,23,61,59,6.3,47,Gypsum + SSP
pulses,36,78,26,6.3,56,Organic Manure + SSP
pulses,47,73,20,7.0,54,Organic Manure + SSP
rice,89,51,79,6.5,69,Urea + DAP + MOP
wheat,107,44,37,6.7,51,Urea + SSP + MOP
cotton,89,32,98,7.4,49,Ammonium Sulphate + SSP + MOP
banana,191,47,301,6.8,75,Urea + MOP + Organic Manure
tomato,120,63,90,6.6,55,Urea + DAP + Potash
potato,137,90,118,6.1,64,Urea + DAP + MOP
pulses,45,67,30,6.6,54,Organic Manure + SSP
wheat,127,47,31,6.5,56,Urea + SSP + MOP
sugarcane,159,58,121,7.0,71,Urea + DAP + Potash
banana,194,53,299,7.3,72,Urea + MOP + Organic Manure
maize,110,70,74,6.3,57,Urea + DAP + Potash
groundnut,29,57,50,5.7,47,Gypsum + SSP
rice,82,66,90,6.9,67,Urea + DAP + MOP
wheat,113,54,43,6.7,53,Urea + SSP + MOP
groundnut,29,50,65,6.0,52,Gypsum + SSP
potato,145,89,120,5.7,60,Urea + DAP + MOP
tomato,108,67,108,6.5,61,Urea + DAP + Potash
maize,106,53,66,6.4,58,Urea + DAP + Potash
pulses,49,79,40,6.8,53,Organic Manure + SSP
banana,195,41,301,7.1,73,Urea + MOP + Organic Manure
sugarcane,154,68,128,7.0,67,Urea + DAP + Potash
sugarcane,159,57,127,6.9,72,Urea + DAP + Potash
groundnut,26,68,56,6.1,48,Gypsum + SSP
pulses,42,70,24,6.6,59,Organic Manure + SSP
cotton,81,33,95,7.0,45,Ammonium Sulphate + SSP + MOP
potato,138,93,122,5.9,68,Urea + DAP + MOP
rice,93,68,73,6.8,65,Urea + DAP + MOP
cotton,85,46,106,6.5,54,Ammonium Sulphate + SSP + MOP
tomato,107,56,108,6.5,59,Urea + DAP + Potash
cotton,83,30,97,7.1,55,Ammonium Sulphate + SSP + MOP
banana,200,42,309,7.3,70,Urea + MOP + Organic Manure
cotton,90,45,107,7.1,47,Ammonium Sulphate + SSP + MOP
groundnut,22,66,53,6.1,51,Gypsum + SSP
maize,102,50,79,6.4,59,Urea + DAP + Potash
groundnut,30,63,52,6.1,55,Gypsum + SSP
wheat,121,40,31,7.4,60,Urea + SSP + MOP
potato,141,90,113,6.1,61,Urea + DAP + MOP
maize,100,66,80,6.4,58,Urea + DAP + Potash
potato,137,99,113,6.3,68,Urea + DAP + MOP
wheat,139,48,42,6.5,51,Urea + SSP + MOP
potato,144,88,116,6.0,61,Urea + DAP + MOP
banana,206,55,307,7.3,75,Urea + MOP + Organic Manure
sugarcane,140,64,125,6.9,72,Urea + DAP + Potash
groundnut,20,62,56,5.7,51,Gypsum + SSP
cotton,85,49,100,6.6,52,Ammonium Sulphate + SSP + MOP
groundnut,20,55,57,6.3,48,Gypsum + SSP
rice,82,67,83,6.4,65,Urea + DAP + MOP
potato,131,87,119,6.0,70,Urea + DAP + MOP
tomato,111,50,102,6.7,65,Urea + DAP + Potash
rice,88,56,86,6.7,68,Urea + DAP + MOP
maize,110,63,63,6.8,56,Urea + DAP + Potash
cotton,90,31,110,7.1,55,Ammonium Sulphate + SSP + MOP
pulses,30,62,34,6.6,60,Organic Manure + SSP
sugarcane,159,59,116,6.9,74,Urea + DAP + Potash
banana,206,55,297,6.9,80,Urea + MOP + Organic Manure
maize,99,63,62,6.7,58,Urea + DAP + Potash
maize,103,62,72,6.1,63,Urea + DAP + Potash
potato,135,92,128,5.8,63,Urea + DAP + MOP
wheat,120,45,38,6.7,58,Urea + SSP + MOP
sugarcane,144,68,112,7.1,74,Urea + DAP + Potash
sugarcane,152,62,118,6.9,70,Urea + DAP + Potash
maize,92,52,75,6.2,58,Urea + DAP + Potash
wheat,117,50,34,6.9,51,Urea + SSP + MOP
tomato,109,58,110,6.8,55,Urea + DAP + Potash
tomato,109,64,99,6.8,61,Urea + DAP + Potash
rice,82,67,79,6.3,62,Urea + DAP + MOP
banana,208,50,305,6.9,73,Urea + MOP + Organic Manure
rice,97,50,86,6.4,65,Urea + DAP + MOP
tomato,119,67,104,7.0,62,Urea + DAP + Potash
pulses,31,64,32,7.0,53,Organic Manure + SSP
groundnut,28,65,62,6.2,54,Gypsum + SSP
rice,96,55,73,7.0,61,Urea + DAP + MOP
sugarcane,141,57,110,6.9,65,Urea + DAP + Potash
pulses,49,60,20,6.3,50,Organic Manure + SSP
banana,201,40,301,6.5,75,Urea + MOP + Organic Manure
sugarcane,160,54,122,6.7,66,Urea + DAP + Potash
banana,206,51,304,6.9,80,Urea + MOP + Organic Manure
wheat,103,45,33,7.2,57,Urea + SSP + MOP
maize,95,55,79,6.1,62,Urea + DAP + Potash
sugarcane,149,61,111,7.2,69,Urea + DAP + Potash
banana,196,51,305,7.1,78,Urea + MOP + Organic Manure
cotton,70,35,97,6.9,50,Ammonium Sulphate + SSP + MOP
cotton,84,30,100,6.5,46,Ammonium Sulphate + SSP + MOP
maize,105,51,79,6.0,59,Urea + DAP + Potash
rice,88,70,90,6.5,64,Urea + DAP + MOP
groundnut,27,67,55,6.0,54,Gypsum + SSP
wheat,129,52,49,6.9,53,Urea + SSP + MOP
tomato,115,67,106,6.9,58,Urea + DAP + Potash
sugarcane,147,57,110,6.7,71,Urea + DAP + Potash
cotton,77,31,97,7.1,49,Ammonium Sulphate + SSP + MOP
groundnut,23,69,69,5.6,53,Gypsum + SSP
groundnut,28,70,51,5.5,55,Gypsum + SSP
sugarcane,140,55,130,7.5,66,Urea + DAP + Potash
potato,137,99,119,6.5,68,Urea + DAP + MOP
sugarcane,155,55,128,6.8,68,Urea + DAP + Potash
maize,96,61,77,6.5,64,Urea + DAP + Potash
tomato,118,70,109,6.0,64,Urea + DAP + Potash
pulses,35,62,27,6.2,59,Organic Manure + SSP
wheat,116,46,48,6.9,51,Urea + SSP + MOP
groundnut,20,58,59,5.9,54,Gypsum + SSP
rice,81,66,88,6.3,65,Urea + DAP + MOP
rice,90,55,72,6.7,68,Urea + DAP + MOP
sugarcane,141,61,129,6.9,70,Urea + DAP + Potash
potato,144,85,130,6.2,63,Urea + DAP + MOP
potato,141,83,125,6.5,64,Urea + DAP + MOP
wheat,126,40,45,6.7,55,Urea + SSP + MOP
wheat,124,53,49,7.1,53,Urea + SSP + MOP
cotton,88,42,95,6.8,54,Ammonium Sulphate + SSP + MOP
tomato,109,54,93,6.0,64,Urea + DAP + Potash
banana,204,47,293,6.8,80,Urea + MOP + Organic Manure
pulses,48,75,29,6.1,50,Organic Manure + SSP
cotton,79,44,98,6.9,55,Ammonium Sulphate + SSP + MOP
cotton,82,46,98,7.0,51,Ammonium Sulphate + SSP + MOP
rice,95,64,83,7.0,66,Urea + DAP + MOP
banana,201,54,310,7.0,76,Urea + MOP + Organic Manure
banana,196,42,290,7.1,77,Urea + MOP + Organic Manure
tomato,117,52,91,6.5,60,Urea + DAP + Potash
cotton,81,33,93,6.6,45,Ammonium Sulphate + SSP + MOP
cotton,86,32,102,6.9,50,Ammonium Sulphate + SSP + MOP
maize,110,58,65,6.3,55,Urea + DAP + Potash
pulses,50,76,34,6.7,54,Organic Manure + SSP
rice,86,70,87,6.2,60,Urea + DAP + MOP
cotton,83,40,91,7.0,45,Ammonium Sulphate + SSP + MOP
pulses,31,68,24,6.8,51,Organic Manure + SSP
potato,139,89,122,5.6,64,Urea + DAP + MOP
wheat,116,57,44,6.6,60,Urea + SSP + MOP
maize,95,56,68,6.5,64,Urea + DAP + Potash
groundnut,28,51,58,5.6,54,Gypsum + SSP
pulses,32,79,24,6.8,53,Organic Manure + SSP
sugarcane,151,52,116,7.3,70,Urea + DAP + Potash
cotton,86,44,101,6.7,47,Ammonium Sulphate + SSP + MOP
rice,80,66,81,6.5,60,Urea + DAP + MOP
rice,100,63,78,6.7,67,Urea + DAP + MOP
banana,200,53,307,7.0,72,Urea + MOP + Organic Manure
tomato,109,63,98,6.1,64,Urea + DAP + Potash
sugarcane,160,66,114,6.9,72,Urea + DAP + Potash
wheat,100,44,46,7.3,53,Urea + SSP + MOP
groundnut,24,64,67,6.5,55,Gypsum + SSP
